Site_ID,Data_set_ID,UWI,NAD83_Lat,NAD83_Long,Date_samp,Grnd_elev,KB_elev,Top_rel_sea,Bot_rel_sea,Top_rel_dep,Bot_rel_dep,Culled,Cat_an_bal,Lithium,Form_name
-1899844665,BRB,n/a,55.069619,-110.530061,28-Sep-01,673.1,n/a,670.8,667.8,n/a,n/a,No,n/a,0.004,n/a
190,ARC,00/10-30-001-09W4-0,54.211474,-110.552213,20-Jun-79,591.5,n/a,577.4,571.3,14,20.1,Yes,0.025584,0.031,Lea Park Formation
-190147987,BRB,n/a,54.771411,-110.574669,01-Jul-98,682.4,n/a,634.7,627.5,n/a,n/a,No,n/a,0.04,n/a
-190147987,BRB,n/a,54.771411,-110.574669,18-Apr-01,682.4,n/a,634.7,627.5,n/a,n/a,No,n/a,0.038,n/a
-190147987,BRB,n/a,54.771411,-110.574669,21-Apr-03,682.4,n/a,634.7,627.5,n/a,n/a,No,n/a,0.025,n/a
-190147987,BRB,n/a,54.771411,-110.574669,21-Jul-98,682.4,n/a,634.7,627.5,n/a,n/a,No,n/a,0.039,n/a
-1905633664,BRB,n/a,55.069619,-110.530061,15-Jul-03,666.1,n/a,599,587.8,n/a,n/a,No,n/a,0.039,n/a
191,ARC,00/11-30-001-09W4-0,54.182277,-110.902371,20-Jun-79,541.2,n/a,536.6,530.5,4.6,10.7,Yes,0.047428,<0.1,Lea Park Formation
1923386526,BRB,n/a,55.069619,-110.536422,05-Nov-01,673.6,n/a,664.5,659.9,n/a,n/a,No,n/a,0.029,n/a
1923386526,BRB,n/a,55.069619,-110.536422,07-Aug-02,673.6,n/a,664.5,659.9,n/a,n/a,No,n/a,0.032,n/a
1923386526,BRB,n/a,55.069619,-110.536422,09-May-02,673.6,n/a,664.5,659.9,n/a,n/a,No,n/a,0.033,n/a
1923386526,BRB,n/a,55.069619,-110.536422,13-Sep-01,673.6,n/a,664.5,659.9,n/a,n/a,No,n/a,0.019,n/a
1923386526,BRB,n/a,55.069619,-110.536422,13-Sep-01,673.6,n/a,664.5,659.9,n/a,n/a,No,n/a,0.02,n/a
1923386526,BRB,n/a,55.069619,-110.536422,15-Jul-03,673.6,n/a,664.5,659.9,n/a,n/a,No,n/a,0.023,n/a
1923386526,BRB,n/a,55.069619,-110.536422,17-Dec-02,673.6,n/a,664.5,659.9,n/a,n/a,No,n/a,0.025,n/a
1923386526,BRB,n/a,55.069619,-110.536422,18-Feb-03,673.6,n/a,664.5,659.9,n/a,n/a,No,n/a,0.029,n/a
1923386526,BRB,n/a,55.069619,-110.536422,29-Sep-01,673.6,n/a,664.5,659.9,n/a,n/a,No,n/a,0.025,n/a
1923386526,BRB,n/a,55.069619,-110.536422,29-Sep-01,673.6,n/a,664.5,659.9,n/a,n/a,No,n/a,0.026,n/a
1927250459,BRB,n/a,55.073235,-110.530061,21-May-00,672.4,n/a,603.2,597.4,n/a,n/a,No,n/a,0.043,n/a
1927250459,BRB,n/a,55.073235,-110.530061,30-Aug-00,672.4,n/a,603.2,597.4,n/a,n/a,No,n/a,0.044,n/a
1927665760,BRB,n/a,54.80505,-110.350643,02-Oct-02,700,n/a,694.9,690.9,n/a,n/a,No,n/a,0.052,n/a
1927665760,BRB,n/a,54.80505,-110.350643,12-Jul-01,700,n/a,694.9,690.9,n/a,n/a,No,n/a,0.035,n/a
1927665760,BRB,n/a,54.80505,-110.350643,13-Jun-02,700,n/a,694.9,690.9,n/a,n/a,No,n/a,0.028,n/a
1927665760,BRB,n/a,54.80505,-110.350643,22-Nov-01,700,n/a,694.9,690.9,n/a,n/a,No,n/a,0.043,n/a
1927665760,BRB,n/a,54.80505,-110.350643,31-Jul-97,700,n/a,694.9,690.9,n/a,n/a,No,n/a,0.038,n/a
1928056277,BRB,n/a,54.771418,-110.352282,21-Apr-03,659,n/a,562.7,559.6,n/a,n/a,No,n/a,0.035,n/a
1928056277,BRB,n/a,54.771418,-110.352282,28-Aug-02,659,n/a,562.7,559.6,n/a,n/a,No,n/a,0.05,n/a
194,ARC,00/12-32-001-09W4-0,54.16398,-111.481485,20-Jun-79,629.6,n/a,611.3,605.2,18.3,24.4,No,0.038866,0.036,Belly River Group
194256650,BRB,n/a,54.731462,-110.677184,16-Jul-02,639.5,n/a,489.5,486.5,n/a,n/a,No,n/a,0.06,n/a
-1949900329,BRB,n/a,55.076845,-110.523712,05-Nov-01,661.9,n/a,661,659.5,n/a,n/a,No,n/a,0.01,n/a
-1949900329,BRB,n/a,55.076845,-110.523712,13-Sep-01,661.9,n/a,661,659.5,n/a,n/a,No,n/a,0.004,n/a
-1949900329,BRB,n/a,55.076845,-110.523712,17-Aug-99,661.9,n/a,661,659.5,n/a,n/a,No,n/a,0.052,n/a
-1949900329,BRB,n/a,55.076845,-110.523712,21-May-00,661.9,n/a,661,659.5,n/a,n/a,No,n/a,0.047,n/a
-1949900329,BRB,n/a,55.076845,-110.523712,26-Feb-99,661.9,n/a,661,659.5,n/a,n/a,No,n/a,0.052,n/a
-1949900329,BRB,n/a,55.076845,-110.523712,28-Sep-01,661.9,n/a,661,659.5,n/a,n/a,No,n/a,0.006,n/a
-1949900329,BRB,n/a,55.076845,-110.523712,29-Aug-00,661.9,n/a,661,659.5,n/a,n/a,No,n/a,0.027,n/a
1957410064,BRB,n/a,54.80505,-110.350643,02-Oct-02,700,n/a,694.5,691.5,n/a,n/a,No,n/a,0.053,n/a
1957410064,BRB,n/a,54.80505,-110.350643,12-Jul-01,700,n/a,694.5,691.5,n/a,n/a,No,n/a,0.05,n/a
1957410064,BRB,n/a,54.80505,-110.350643,13-Jun-02,700,n/a,694.5,691.5,n/a,n/a,No,n/a,0.036,n/a
1957410064,BRB,n/a,54.80505,-110.350643,22-Nov-01,700,n/a,694.5,691.5,n/a,n/a,No,n/a,0.05,n/a
1957410064,BRB,n/a,54.80505,-110.350643,31-Jul-97,700,n/a,694.5,691.5,n/a,n/a,No,n/a,0.044,n/a
1966494297,BRB,n/a,54.673325,-110.570022,11-May-00,637.8,n/a,587.8,586.6,n/a,n/a,No,n/a,0.047,n/a
1966494297,BRB,n/a,54.673325,-110.570022,16-May-99,637.8,n/a,587.8,586.6,n/a,n/a,No,n/a,0.087,n/a
1966494297,BRB,n/a,54.673325,-110.570022,16-May-99,637.8,n/a,587.8,586.6,n/a,n/a,No,n/a,0.093,n/a
1966494297,BRB,n/a,54.673325,-110.570022,18-Apr-01,637.8,n/a,587.8,586.6,n/a,n/a,No,n/a,0.041,n/a
1966494297,BRB,n/a,54.673325,-110.570022,21-Apr-03,637.8,n/a,587.8,586.6,n/a,n/a,No,n/a,0.032,n/a
1966494297,BRB,n/a,54.673325,-110.570022,24-Aug-02,637.8,n/a,587.8,586.6,n/a,n/a,No,n/a,0.054,n/a
-1972541703,BRB,n/a,54.698714,-110.721267,03-Oct-02,635,n/a,633,629.5,n/a,n/a,No,n/a,0.012,n/a
-1972541703,BRB,n/a,54.698714,-110.721267,08-Jun-02,635,n/a,633,629.5,n/a,n/a,No,n/a,0.237,n/a
198,ARC,00/10-35-001-09W4-0,54.298793,-111.107745,20-Jun-79,556.4,n/a,461.9,455.8,94.5,100.6,No,-0.004735,0.071,Milk River Formation
1985,AGSWDB,00/09-32-005-15W4-0,49.429424,-111.980162,n/a,940,940,1.8,0.3,938.2,939.7,No,-0.003793,1.6,Jurassic system
199,ARC,00/11-36-001-09W4-0,54.284304,-110.633495,19-Jun-79,551.8,n/a,533.5,527.4,18.3,24.4,No,-0.009604,0.029,Lea Park Formation
2000003,AGSWDB,03/08-15-096-11W4-0 ,57.326851,-111.687798,n/a,259.4,260,133,130,127,130,Yes,0.686831,<0.01,n/a
2000004,AGSWDB,04/08-15-096-11W4-0 ,57.326851,-111.687798,n/a,259.4,260,115,105,145,155,Yes,0.052794,<0.01,n/a
2000008,AGSWDB,02/01-11-097-12W4-0 ,57.397125,-111.821732,n/a,323.1,324.6,261.5,258.5,63.1,66.1,Yes,-0.021719,<0.01,n/a
2000009,AGSWDB,03/01-11-097-12W4-0 ,57.397125,-111.821732,n/a,323.1,323.7,205.7,202.7,118,121,Yes,-0.020102,<0.01,n/a
2000010,AGSWDB,04/01-11-097-12W4-0 ,57.397125,-111.821732,n/a,322.8,324.3,176.3,164.3,148,160,Yes,-0.002407,<0.01,n/a
2000011,AGSWDB,01/09-26-097-13W4-0 ,57.449657,-111.983406,n/a,613.9,614.5,604.5,602.5,10,12,Yes,-0.016747,<0.01,n/a
2000014,AGSWDB,04/09-26-097-13W4-0 ,57.449657,-111.983406,n/a,613.9,614.5,489.5,486.5,125,128,Yes,-0.003821,<0.01,n/a
2000015,AGSWDB,05/09-26-097-13W4-0 ,57.449657,-111.983406,n/a,613,614.5,402.5,399.5,212,215,Yes,-0.001553,<0.01,n/a
2000017,AGSWDB,07/09-26-097-13W4-0 ,57.449657,-111.983406,n/a,613.3,614.8,227.7,215.5,387.1,399.3,Yes,0.22704,<0.01,n/a
2000018,AGSWDB,01/02-18-095-09W4-0 ,57.237759,-111.448128,n/a,300.2,300.8,296.7,295.2,4.1,5.6,Yes,-0.03708,<0.01,n/a
2000019,AGSWDB,02/02-18-095-09W4-0 ,57.237759,-111.448128,n/a,299.9,300.5,241.1,235,59.4,65.5,Yes,-0.014895,<0.01,n/a
2000020,AGSWDB,03/02-18-095-09W4-0 ,57.237759,-111.448128,n/a,300.5,302.1,219.8,207.6,82.3,94.5,Yes,0.013427,<0.01,n/a
2000021,AGSWDB,01/13-20-095-08W4-0,57.263603,-111.277924,n/a,326.4,327.1,320.4,318.9,6.7,8.2,Yes,0.011188,<0.01,n/a
2000022,AGSWDB,02/13-20-095-08W4-0 ,57.263603,-111.277924,n/a,326.4,327.1,290.4,287.4,36.6,39.6,Yes,0.027965,<0.01,n/a
2000023,AGSWDB,03/13-20-095-08W4-0 ,57.263603,-111.277924,n/a,326.1,326.7,228.6,225.7,98.1,101,Yes,0.000624,0.01,n/a
2000025,AGSWDB,05/13-20-095-08W4-0 ,57.263603,-111.277924,n/a,326.4,328,57,44,271,284,Yes,0.021263,0.01,Elk Point Group
2000026,AGSWDB,01/05-30-094-07W4-0 ,57.182819,-111.127083,n/a,430.4,431,423.7,422.2,7.3,8.8,Yes,0.040497,<0.01,n/a
2000027,AGSWDB,02/05-30-094-07W4-0 ,57.182819,-111.127083,n/a,431,431.6,401.6,398.4,30,33.2,Yes,0.634976,<0.01,n/a
2000028,AGSWDB,03/05-30-094-07W4-0 ,57.182819,-111.127083,n/a,430.1,430.7,374.3,368.2,56.4,62.5,Yes,0.06062,0.01,Mannville Group
2000029,AGSWDB,04/05-30-094-07W4-0 ,57.182819,-111.127083,n/a,430.7,432.2,328.2,324.2,104,108,Yes,-0.021622,<0.01,n/a
2000030,AGSWDB,05/05-30-094-07W4-0 ,57.182819,-111.127083,n/a,430.7,431.3,273.3,270.3,158,161,Yes,-0.018227,0.01,n/a
2000033,AGSWDB,02/01-09-094-06W4-0 ,57.132771,-110.893005,n/a,615.1,616.6,572.1,569.1,44.5,47.5,Yes,-0.007149,<0.01,n/a
2000034,AGSWDB,03/16-04-094-06W4-0 ,57.132561,-110.893318,n/a,615.4,616,492.6,488,123.4,128,Yes,0.093157,<0.01,n/a
2000037,AGSWDB,06/16-04-094-06W4-0 ,57.132278,-110.892998,n/a,614.8,616.3,278,265.8,338.3,350.5,Yes,0.071575,<0.01,n/a
2001,AGSWDB,00/06-13-005-16W4-0,49.38176,-112.039414,n/a,957.1,961,311.8,305.1,649.2,655.9,Yes,0.054183,0.2,n/a
201196532,BRB,n/a,54.818598,-110.600026,18-Apr-03,684.3,n/a,606.6,600.5,n/a,n/a,No,n/a,0.009,n/a
201196532,BRB,n/a,54.818598,-110.600026,25-Jul-02,684.3,n/a,606.6,600.5,n/a,n/a,No,n/a,0.021,n/a
203192195,BRB,n/a,54.698765,-110.683443,11-May-00,637.1,n/a,540.8,525.5,n/a,n/a,No,n/a,0.058,n/a
203192195,BRB,n/a,54.698765,-110.683443,14-Apr-03,637.1,n/a,540.8,525.5,n/a,n/a,No,n/a,0.032,n/a
203192195,BRB,n/a,54.698765,-110.683443,15-May-99,637.1,n/a,540.8,525.5,n/a,n/a,No,n/a,0.051,n/a
203192195,BRB,n/a,54.698765,-110.683443,18-Apr-01,637.1,n/a,540.8,525.5,n/a,n/a,No,n/a,0.047,n/a
203192195,BRB,n/a,54.698765,-110.683443,18-Jul-02,637.1,n/a,540.8,525.5,n/a,n/a,No,n/a,0.047,n/a
2043372998,BRB,n/a,54.80505,-110.350643,02-Oct-02,700,n/a,694.6,691.6,n/a,n/a,No,n/a,0.029,n/a
2043372998,BRB,n/a,54.80505,-110.350643,12-Jul-01,700,n/a,694.6,691.6,n/a,n/a,No,n/a,0.017,n/a
2043372998,BRB,n/a,54.80505,-110.350643,22-Nov-01,700,n/a,694.6,691.6,n/a,n/a,No,n/a,0.022,n/a
2043372998,BRB,n/a,54.80505,-110.350643,31-Jul-97,700,n/a,694.6,691.6,n/a,n/a,No,n/a,0.055,n/a
-2053378712,BRB,n/a,54.804141,-110.530214,01-Jul-98,700.9,n/a,643,636.9,n/a,n/a,No,n/a,0.04,n/a
-2053378712,BRB,n/a,54.804141,-110.530214,08-May-00,700.9,n/a,643,636.9,n/a,n/a,No,n/a,0.04,n/a
-2053378712,BRB,n/a,54.804141,-110.530214,18-Apr-01,700.9,n/a,643,636.9,n/a,n/a,No,n/a,0.009,n/a
-2053378712,BRB,n/a,54.804141,-110.530214,18-Apr-01,700.9,n/a,643,636.9,n/a,n/a,No,n/a,0.011,n/a
-2053378712,BRB,n/a,54.804141,-110.530214,18-Apr-03,700.9,n/a,643,636.9,n/a,n/a,No,n/a,0.004,n/a
-2053378712,BRB,n/a,54.804141,-110.530214,18-May-99,700.9,n/a,643,636.9,n/a,n/a,No,n/a,0.039,n/a
-2053378712,BRB,n/a,54.804141,-110.530214,18-May-99,700.9,n/a,643,636.9,n/a,n/a,No,n/a,0.04,n/a
-2053378712,BRB,n/a,54.804141,-110.530214,21-Jul-98,700.9,n/a,643,636.9,n/a,n/a,No,n/a,0.04,n/a
-2053378712,BRB,n/a,54.804141,-110.530214,25-Jul-02,700.9,n/a,643,636.9,n/a,n/a,No,n/a,0.014,n/a
-2053378712,BRB,n/a,54.804141,-110.530214,30-Jun-98,700.9,n/a,643,636.9,n/a,n/a,No,n/a,0.04,n/a
205553,AERI,00/06-18-049-04W4-2,50.00464,-110.73144,08-Oct-02,713.7,n/a,710.7,705.8,n/a,n/a,No,98,0.026,Belly River
2058482320,BRB,n/a,54.716986,-110.696038,14-Apr-03,633.2,n/a,617.4,614.3,n/a,n/a,No,n/a,0.017,n/a
206639,AERI,00/10-12-058-13W4-0,53.47921,-112.96071,15-Oct-02,757.1,n/a,726.6,714.4,n/a,n/a,No,93,0.235,Horseshoe Canyon
206648,AERI,00/10-20-058-15W4-0,53.55307,-113.19626,22-Oct-02,708,n/a,683.6,671.4,n/a,n/a,No,102,0.133,Horseshoe Canyon
206722,AERI,00/07-13-059-03W4-0,54.13571,-113.22654,25-Oct-02,653.8,n/a,635.5,632.5,n/a,n/a,No,102,0.106,Belly River
207,ARC,00/07-07-001-10W4-0,54.502353,-110.941662,20-Jun-79,571.6,n/a,507,500.9,64.6,70.7,No,0.003587,0.12,Milk River Formation
-2072441413,BRB,n/a,55.076845,-110.574566,16-Aug-99,664.7,n/a,652.5,646.1,n/a,n/a,No,n/a,0.023,n/a
-2072441413,BRB,n/a,55.076845,-110.574566,20-May-00,664.7,n/a,652.5,646.1,n/a,n/a,No,n/a,0.019,n/a
2076814122,BRB,n/a,54.771411,-110.574669,21-Apr-03,684,n/a,550.8,541.7,n/a,n/a,No,n/a,0.258,n/a
2085384361,BRB,n/a,54.731462,-110.677184,16-Apr-03,639.6,n/a,476.5,467.4,n/a,n/a,No,n/a,0.131,n/a
-2127264988,BRB,n/a,54.731462,-110.677184,17-Jul-02,639.6,n/a,630.2,628.6,n/a,n/a,No,n/a,0.065,n/a
-2127264988,BRB,n/a,54.731462,-110.677184,18-Apr-01,639.6,n/a,630.2,628.6,n/a,n/a,No,n/a,0.053,n/a
2131402040,BRB,n/a,54.80505,-110.350643,02-Oct-02,700,n/a,688.3,685.3,n/a,n/a,No,n/a,0.05,n/a
2131402040,BRB,n/a,54.80505,-110.350643,12-Jul-01,700,n/a,688.3,685.3,n/a,n/a,No,n/a,0.042,n/a
2131402040,BRB,n/a,54.80505,-110.350643,22-Nov-01,700,n/a,688.3,685.3,n/a,n/a,No,n/a,0.04,n/a
2131402040,BRB,n/a,54.80505,-110.350643,31-Jul-97,700,n/a,688.3,685.3,n/a,n/a,No,n/a,0.045,n/a
-2139124969,BRB,n/a,54.698714,-110.721267,03-Oct-02,635,n/a,n/a,n/a,n/a,n/a,No,n/a,0.009,n/a
-2139124969,BRB,n/a,54.698714,-110.721267,08-Jun-02,635,n/a,n/a,n/a,n/a,n/a,No,n/a,0.015,n/a
-215409408,BRB,n/a,54.698714,-110.721267,03-Oct-02,635,n/a,633.5,629.8,n/a,n/a,No,n/a,0.122,n/a
-215409408,BRB,n/a,54.698714,-110.721267,08-Jun-02,635,n/a,633.5,629.8,n/a,n/a,No,n/a,0.243,n/a
217658,AERI,n/a,52.85641,-111.55063,30-Oct-02,698,n/a,634.3,631.2,n/a,n/a,No,101,0.104,Belly River
218169,AERI,02/10-04-060-17W4-0,51.79012,-111.89224,10-Oct-02,850.8,n/a,817.9,814.2,n/a,n/a,No,96,0.27,Horseshoe Canyon
220,ARC,00/06-23-001-10W4-0,50.847,-113.580092,09-Jul-77,n/a,n/a,n/a,n/a,76.2,82.3,No,-0.016421,<0.1,Paskapoo Formation
22058,AGSWDB,00/02-14-018-13W4-0,50.515114,-111.684657,n/a,753.2,756.8,-237.2,-238.1,994,994.9,Yes,0.067736,8,n/a
221,ARC,00/07-24-001-10W4-0,50.897845,-113.712764,09-Jul-77,n/a,n/a,n/a,n/a,30.5,36.6,No,-0.003828,<0.1,Paskapoo Formation
22108,AGSWDB,00/07-21-018-13W4-0,50.534623,-111.733588,n/a,763.5,766.9,-18,-26.8,784.9,793.7,Yes,0.027032,3.4,Viking Formation
222,ARC,00/12-24-001-10W4-0,51.927262,-113.663385,22-Jul-77,983.2,n/a,955.8,949.7,27.4,33.5,No,-0.015558,<0.1,Paskapoo Formation
223,ARC,00/10-25-001-10W4-0,51.941867,-113.934975,22-Jul-77,977.1,n/a,867.4,861.3,109.7,115.8,No,-0.009245,<0.1,Paskapoo Formation
224,ARC,00/11-26-001-10W4-0,51.851197,-113.994228,22-Jul-77,998.5,n/a,986.3,980.2,12.2,18.3,No,-0.010886,<0.1,Paskapoo Formation
225,ARC,00/10-27-001-10W4-0,52.101852,-113.935993,14-Jul-77,899.4,n/a,868.9,862.8,30.5,36.6,No,-0.019807,<0.1,Paskapoo Formation
225455,AERI,02/08-04-031-20W4-0,53.475645,-111.965337,03-Oct-02,666.8,n/a,650,637.8,n/a,n/a,No,108,0.147,Belly River
226,ARC,00/06-28-001-10W4-0,52.130267,-113.674316,14-Jul-77,971,n/a,958.8,952.7,12.2,18.3,No,-0.045332,<0.1,n/a
227,ARC,00/06-29-001-10W4-0,52.111981,-113.311576,14-Jul-77,937.5,n/a,907,900.9,30.5,36.6,No,-0.028991,0.124,Paskapoo Formation
228,ARC,00/10-32-001-10W4-0,52.068377,-113.121034,14-Jul-77,914.6,n/a,868.9,862.8,45.7,51.8,No,0.027079,<0.1,Paskapoo Formation
229,ARC,00/11-33-001-10W4-0,52.057318,-112.698617,20-Jul-77,835.4,n/a,798.8,792.7,36.6,42.7,Yes,-0.035357,<0.1,n/a
23,ARC,00/10-03-001-03W4-0,52.112,-113.478046,09-Apr-81,n/a,n/a,n/a,n/a,18.3,24.4,Yes,n/a,0.762,n/a
230,ARC,00/07-34-001-10W4-0,52.144704,-112.436661,20-Jul-77,835.4,n/a,804.9,798.8,30.5,36.6,No,-0.053814,0.214,n/a
231,ARC,00/06-35-001-10W4-0,52.315846,-112.525895,20-Jul-77,800.3,n/a,745.4,739.3,54.9,61,No,-0.023765,0.237,n/a
232,ARC,00/06-36-001-10W4-0,52.31571,-113.055706,14-Jul-77,808.2,n/a,775,768.9,33.2,39.3,No,0.022412,<0.1,n/a
233,ARC,00/11-36-001-10W4-0,52.421171,-113.672422,13-Jul-77,899.4,n/a,859.8,853.7,39.6,45.7,No,0.011189,<0.1,Paskapoo Formation
234,ARC,00/06-01-001-11W4-0,54.556226,-113.361231,05-Jul-79,646.3,n/a,576.2,570.1,70.1,76.2,No,-0.054157,0.035,Belly River Group
234,ARC,00/06-01-001-11W4-0,52.43593,-113.054834,14-Jul-77,785.1,n/a,751.5,745.4,33.5,39.6,Yes,0.009418,<0.1,n/a
234072760,BRB,n/a,54.673325,-110.570022,16-May-99,637.6,n/a,527.6,525.4,n/a,n/a,No,n/a,0.092,n/a
234072760,BRB,n/a,54.673325,-110.570022,21-Apr-03,637.6,n/a,527.6,525.4,n/a,n/a,No,n/a,0.063,n/a
234072760,BRB,n/a,54.673325,-110.570022,24-Aug-02,637.6,n/a,527.6,525.4,n/a,n/a,No,n/a,0.087,n/a
235,ARC,00/11-02-001-11W4-0,54.629535,-113.563308,05-Jul-79,701.2,n/a,672.3,666.2,29,35.1,No,0.022759,0.004,Belly River Group
235,ARC,00/11-02-001-11W4-0,52.43211,-112.50318,20-Jul-77,766.8,n/a,742.4,736.3,24.4,30.5,Yes,-0.028335,<0.1,n/a
236,ARC,00/15-02-001-11W4-0,52.610483,-112.209186,21-Jul-77,724.1,n/a,657,650.9,67.1,73.2,Yes,0.066459,<0.1,n/a
237,ARC,00/02-03-001-11W4-0,52.606913,-112.551138,19-Jul-77,769.8,n/a,742.4,736.3,27.4,33.5,No,0.050389,0.296,n/a
23731,AGSWDB,02/06-01-019-07W4-0,50.578984,-110.850699,n/a,787.6,791.9,-921.1,-942.4,1713,1734.3,Yes,-0.005123,76,Elk Point Group
238,ARC,00/10-03-001-11W4-0,52.639648,-112.808713,19-Jul-77,811,n/a,780.5,774.4,30.5,36.6,No,0.031676,<0.1,n/a
238572,AERI,n/a,54.58966,-113.85168,01-Oct-02,677.7,n/a,589.3,577.1,n/a,n/a,No,108,0.027,Belly River
239,ARC,00/06-04-001-11W4-0,52.644516,-113.135829,15-Jul-77,n/a,n/a,n/a,n/a,30.5,36.6,Yes,-0.043627,<0.1,n/a
239,ARC,00/06-04-001-11W4-0,54.832779,-112.246063,26-Jun-79,548.8,n/a,539.6,533.5,9.1,15.2,No,0.016343,0.09,n/a
24,ARC,00/11-05-001-03W4-0,53.539316,-113.741294,07-Apr-81,687.5,n/a,658.8,657.3,28.7,30.2,Yes,n/a,0.169,n/a
240,ARC,00/07-04-001-11W4-0,52.58125,-113.390573,15-Jul-77,n/a,n/a,n/a,n/a,30.5,36.6,No,-0.227817,<0.1,Paskapoo Formation
240,ARC,00/07-04-001-11W4-0,54.83302,-112.468643,26-Jun-79,603.7,n/a,575.3,569.2,28.3,34.4,No,-0.009786,0.031,n/a
240204,AERI,00/08-13-026-16W4-0,49.67048,-110.26171,08-Oct-02,1226.8,n/a,1203,1190.8,n/a,n/a,No,102,0.015,Belly River
241,ARC,00/11-04-001-11W4-0,52.586807,-113.687532,13-Jul-77,n/a,n/a,n/a,n/a,48.8,54.9,No,-0.016628,<0.1,Paskapoo Formation
241461,AERI,00/08-02-035-24W4-0,52.6953,-113.29636,11-Oct-02,794.6,n/a,764.1,752.5,n/a,n/a,No,99,0.051,Paskapoo
24197,AGSWDB,00/06-25-019-09W4-0,50.63477,-111.128951,n/a,790.7,794,-217.9,-228.9,1011.9,1022.9,Yes,0.157449,7.9,n/a
242,ARC,00/04-05-001-11W4-0,52.665834,-113.894114,13-Jul-77,861.3,n/a,843,836.9,18.3,24.4,No,-0.033881,<0.1,Paskapoo Formation
242,ARC,00/04-05-001-11W4-0,54.818349,-112.90073,26-Jun-79,n/a,n/a,n/a,n/a,0,3.7,No,0.010157,<0.1,n/a
243,ARC,00/08-05-001-11W4-0,52.757855,-113.900942,13-Jul-77,850.6,n/a,826.8,820.7,23.8,29.9,No,-0.046942,<0.1,Paskapoo Formation
243,ARC,00/08-05-001-11W4-0,54.880278,-112.824544,26-Jun-79,585.4,n/a,575.6,569.5,9.8,15.8,No,-0.011839,0.014,n/a
244,ARC,00/12-05-001-11W4-0,52.783283,-113.006647,15-Jul-77,800.3,n/a,756.1,750,44.2,50.3,No,-0.009746,0.124,n/a
244,ARC,00/12-05-001-11W4-0,54.894858,-112.443224,26-Jun-79,580.8,n/a,546.4,540.3,34.4,40.5,No,0.016848,0.053,n/a
245,ARC,00/06-06-001-11W4-0,52.757512,-112.661845,19-Jul-77,759.1,n/a,707.3,701.2,51.8,57.9,No,-0.041249,0.101,n/a
246,ARC,00/08-06-001-11W4-0,52.786934,-112.420051,19-Jul-77,707.3,n/a,682.9,676.8,24.4,30.5,Yes,-0.01169,<0.1,n/a
247,ARC,00/14-06-001-11W4-0,52.797617,-112.081199,21-Jul-77,692.1,n/a,675.3,669.2,16.8,22.9,Yes,-0.008261,<0.1,n/a
248,ARC,00/07-07-001-11W4-0,52.961501,-112.032729,21-Jul-77,707.3,n/a,594.5,588.4,112.8,118.9,No,-0.026237,0.255,Belly River Group
249,ARC,00/06-08-001-11W4-0,52.983387,-112.184069,21-Jul-77,705.8,n/a,669.2,663.1,36.6,42.7,No,0.109772,0.141,n/a
249543,AERI,n/a,53.12563,-113.90035,18-Oct-02,801.1,n/a,794.7,788.9,n/a,n/a,No,n/a,0.048,Scollard
25,ARC,00/06-14-001-03W4-0,52.523055,-113.024769,03-Apr-81,n/a,n/a,n/a,n/a,30.5,36.6,Yes,n/a,0.314,n/a
250,ARC,00/09-10-001-11W4-0,52.961599,-112.607515,19-Jul-77,713.4,n/a,664.6,658.6,48.8,54.9,No,0.03198,<0.1,n/a
251,ARC,00/04-11-001-11W4-0,52.961845,-113.097412,15-Jul-77,742.4,n/a,695.1,689,47.2,53.3,No,-0.037438,0.155,n/a
252,ARC,00/06-11-001-11W4-0,52.952494,-113.789131,13-Jul-77,n/a,n/a,n/a,n/a,50.3,56.4,No,0.038204,<0.1,Paskapoo Formation
255,BRB,00/12-14-001-11W4-0,53.862336,-110.639526,01-Jun-00,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,0.182,n/a
255,BRB,00/12-14-001-11W4-0,53.862336,-110.639526,01-Nov-00,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,0.184,n/a
255,BRB,00/12-14-001-11W4-0,53.862336,-110.639526,01-Nov-99,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,0.178,n/a
255556,AERI,00/11-16-013-25W4-2,50.13106,-110.76106,07-Oct-02,741.8,n/a,663.5,661.9,n/a,n/a,No,96,0.063,Belly River
2575,AGSWDB,00/02-11-007-08W4-0,49.538891,-110.982567,n/a,838.8,842.2,168.6,157.6,673.6,684.6,Yes,0.016632,1.2,Viking Formation
258,BRB,00/10-18-001-11W4-0,53.862336,-110.639526,01-Jun-00,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,0.243,n/a
258,BRB,00/10-18-001-11W4-0,53.862336,-110.639526,01-Nov-00,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,0.211,n/a
258214,AERI,00/10-02-034-08W4-0,52.23009,-110.0692,29-Oct-02,691,n/a,585.8,581.3,n/a,n/a,No,99,0.051,Belly River
258740,AERI,n/a,54.18146,-112.33965,16-Oct-02,650.4,n/a,625.7,622.7,n/a,n/a,No,95,0.098,Belly River
258832,AERI,00/16-32-039-03W5-2,53.68105,-111.69248,03-Oct-02,635.3,n/a,591.4,585.3,n/a,n/a,No,101,0.033,Belly River
